epoch,train_loss,val_loss,val_mcmae
1,0.1962040389920103,0.1208520008251071,0.5242639922355224
2,0.13381340335412273,0.1190642861649394,0.5361533484309285
3,0.13213042504443176,0.12505865469574928,0.4842284050469104
4,0.13450954724103212,0.1214554563164711,0.4581580933894101
5,0.13202880590768723,0.12113552885130048,0.5160681548581905
6,0.135098046276333,0.1190451392903924,0.5101099967648011
7,0.13286272611083655,0.119243473559618,0.5033160789388548
8,0.130768436206312,0.122107024025172,0.4967513210395773
9,0.13386170279620022,0.12024156395345927,0.5083036773428231
10,0.13200912010566943,0.12596437707543373,0.5023994392321794
11,0.13309858014229042,0.12872342988848687,0.5026959991372802
12,0.13276937359879756,0.12089083231985569,0.5024263992235523
13,0.1319456109841322,0.11950285639613867,0.5404939070419498
14,0.13302677618660805,0.11901660878211259,0.5080071174377224
15,0.1307253210709013,0.12459898628294468,0.5472608648765233
16,0.1309920068894481,0.12081986255943775,0.5181171142025235
17,0.13364842560399195,0.12086813757196069,0.5094359969804809
18,0.13143586698148785,0.1200708957388997,0.531637549875984
19,0.12987111062453738,0.11959049003198743,0.5954653294510945
20,0.13060413710772992,0.12065637614578009,0.4634422516984795
21,0.13125935846875453,0.11958205634728074,0.5150436751860239
22,0.12958985518278746,0.12006184654310345,0.5164186347460369
23,0.12955202510387734,0.11931788213551045,0.532945109457565
24,0.13064024332782317,0.11878606658428907,0.538148387792516
25,0.12905941576022525,0.11899652909487486,0.5387684675940904 ==> sensor_00
1,0.18545722418689523,0.12071616034954787,0.541774506632158
2,0.1330902396348016,0.12053230628371239,0.5409926668823466
3,0.13202386588372034,0.12291459012776614,0.5111479564326539
4,0.13366942680601415,0.12134642470628024,0.5413970667529386
5,0.13366289940373652,0.12252567782998085,0.5242505122398361
6,0.13382526806330886,0.12070516906678677,0.5393481074086056
7,0.1307328921839081,0.12354936636984348,0.45927693303138145
8,0.13009016600533807,0.12031461484730244,0.5383640677234983
9,0.13287262584179127,0.12433145195245743,0.49281516229914807
10,0.13040925339506618,0.12106195818632841,0.5019545993745281
11,0.12882831568733372,0.12299775816500187,0.544767065674539
